nid,field_ligacao_j,field_especificacao_j,field_referencia_j,field_numero_j,field_regiao_j,field_local_j,title,field_data_j,field_tempo_j,field_quantidade_j,field_producao_j,field_rolonum_j,field_tipo_video_j,field_numero_filme_j,field_pais_j,field_genero_j,field_idioma_original_j,field_legenda_j,field_versao_j,field_sistema_j,field_imagem_j,field_direcao_j,field_roteiro_j, field_fotografia_j,field_musica_j,field_elenco_j,field_premiacao_j
47221,3698,SBPC - Ciência ao meio-dia. O Envelhecimento em São Paulo. Profa. Maria Chelli. (*),32,,,,SBPC - Ciência ao meio-dia. (*),17/11/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47222,3698,SBPC - Ciência ao meio-dia. O Envelhecimento em São Paulo. Profa. Maria Chelli. (*),32,,,,SBPC - Ciência ao meio-dia. (*),17/11/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47223,3699,SBPC - Ciência ao meio-dia. Cupins. Prof. Antonio Tadeu Lelis.,33,,,,SBPC - Ciência ao meio-dia.,24/11/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47224,3699,SBPC - Ciência ao meio-dia. Cupins. Prof. Antonio Tadeu Lelis.,33,,,,SBPC - Ciência ao meio-dia.,24/11/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47225,3700,SBPC - Ciência ao meio-dia. Drogas. Prof. Tufic. (*),34,,,,SBPC - Ciência ao meio-dia. (*),01/12/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47226,3700,SBPC - Ciência ao meio-dia. Drogas. Prof. Tufic. (*),34,,,,SBPC - Ciência ao meio-dia. (*),01/12/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47227,3701,SBPC - Ciência ao meio-dia. Envelhecimento. Profa. Marília Cardoso Smith.,35,,,,SBPC - Ciência ao meio-dia.,08/12/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47228,3701,SBPC - Ciência ao meio-dia. Envelhecimento. Profa. Marília Cardoso Smith.,35,,,,SBPC - Ciência ao meio-dia.,08/12/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47229,275,SBPC - Ciência ao meio-dia. Ciência e Preconceito: o racismo já foi científico. Profa. Silvia Leser de Mello.,36,,,,SBPC - Ciência ao meio-dia.,15/12/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47230,275,SBPC - Ciência ao meio-dia. Ciência e Preconceito: o racismo já foi científico. Profa. Silvia Leser de Mello.,36,,,,SBPC - Ciência ao meio-dia.,15/12/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47231,276,SBPC - Ciência ao meio-dia. Os insetos urbanos. Prof. José Henrique Guimarães.,37,,,,SBPC - Ciência ao meio-dia.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47232,276,SBPC - Ciência ao meio-dia. Os insetos urbanos. Prof. José Henrique Guimarães.,37,,,,SBPC - Ciência ao meio-dia.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47233,277,"SBPC - Ciência ao meio-dia. Como nascem, vivem e morrem as estrelas. Prof. Roberto Bosco. (*)",38,,,,SBPC - Ciência ao meio-dia. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47234,277,"SBPC - Ciência ao meio-dia. Como nascem, vivem e morrem as estrelas. Prof. Roberto Bosco. (*)",38,,,,SBPC - Ciência ao meio-dia. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47235,351,SBPC - Ciência ao meio-dia. Os roedores. Prof. Constâncio de Carvalho Neto.,39,,,,SBPC - Ciência ao meio-dia.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47236,351,SBPC - Ciência ao meio-dia. Os roedores. Prof. Constâncio de Carvalho Neto.,39,,,,SBPC - Ciência ao meio-dia.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47237,1763,América 92 - Raízes e Trajetórias. Abertura do Congresso Internacional no Memorial da América Latina.,40,1.0,,,América 92 - Raízes e Trajetórias.,16/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47238,1763,América 92 - Raízes e Trajetórias. Abertura do Congresso Internacional no Memorial da América Latina.,40,1.0,,,América 92 - Raízes e Trajetórias.,16/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47239,1424,América 92 - Raízes e Trajetórias. Universidade e América Latina - Debate.,41,2.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47240,1424,América 92 - Raízes e Trajetórias. Universidade e América Latina - Debate.,41,2.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47241,1425,América 92 - Raízes e Trajetórias. Prof. José Saramago.,43,4.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47242,1425,América 92 - Raízes e Trajetórias. Prof. José Saramago.,43,4.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47243,1426,América 92 - Raízes e Trajetórias. O intelectual e o Estado.,44,5.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47244,1426,América 92 - Raízes e Trajetórias. O intelectual e o Estado.,44,5.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47245,1427,"América 92 - Raízes e Trajetórias. L'expulsion des juifs en 1492: causes proches, causes lointaines.",45,6.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47246,1427,"América 92 - Raízes e Trajetórias. L'expulsion des juifs en 1492: causes proches, causes lointaines.",45,6.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47247,1428,América 92 - Raízes e Trajetórias. Educação Popular na América Latina - 1.,46,7.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47248,1428,América 92 - Raízes e Trajetórias. Educação Popular na América Latina - 1.,46,7.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47249,1429,América 92 - Raízes e Trajetórias. Educação Popular na América Latina - 2.,47,8.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47250,1429,América 92 - Raízes e Trajetórias. Educação Popular na América Latina - 2.,47,8.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47251,1430,América 92 - Raízes e Trajetórias. La science arabe et la modernité classique. Roschdi Rashed. (*),48,9.0,,,América 92 - Raízes e Trajetórias. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47252,1430,América 92 - Raízes e Trajetórias. La science arabe et la modernité classique. Roschdi Rashed. (*),48,9.0,,,América 92 - Raízes e Trajetórias. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47253,1431,América 92 - Raízes e Trajetórias. Cidadania Cultural. Profa. Marilena Chauí. (*),49,10.0,,,América 92 - Raízes e Trajetórias. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47254,1431,América 92 - Raízes e Trajetórias. Cidadania Cultural. Profa. Marilena Chauí. (*),49,10.0,,,América 92 - Raízes e Trajetórias. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47255,1432,América 92 - Raízes e Trajetórias. 1492-1992: a situação da mulher hoje. (*),50,11.0,,,América 92 - Raízes e Trajetórias. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47256,1432,América 92 - Raízes e Trajetórias. 1492-1992: a situação da mulher hoje. (*),50,11.0,,,América 92 - Raízes e Trajetórias. (*),1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47257,1433,América 92 - Raízes e Trajetórias. Universidad Nacional Autonoma de México. Prof. Leopoldo Zea. Uma Mensagem para a América. Profa. Anita W. Novinsky. Encerramento: Prof. João Alexandre Barbosa.,51,12.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47258,1433,América 92 - Raízes e Trajetórias. Universidad Nacional Autonoma de México. Prof. Leopoldo Zea. Uma Mensagem para a América. Profa. Anita W. Novinsky. Encerramento: Prof. João Alexandre Barbosa.,51,12.0,,,América 92 - Raízes e Trajetórias.,1992,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47259,2197,América 92 - Raízes e Trajetórias. Multiculturalismo na América Latina: a coexistência de religiões - 1.,52,13.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47260,2197,América 92 - Raízes e Trajetórias. Multiculturalismo na América Latina: a coexistência de religiões - 1.,52,13.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47261,2198,América 92 - Raízes e Trajetórias. Multiculturalismo na América Latina: a coexistência de religiões - 2.,53,14.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47262,2198,América 92 - Raízes e Trajetórias. Multiculturalismo na América Latina: a coexistência de religiões - 2.,53,14.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47263,2199,América 92 - Raízes e Trajetórias. Totalitarismo na América Latina: uma análise historiográfica e filosófica.,54,15.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47264,2199,América 92 - Raízes e Trajetórias. Totalitarismo na América Latina: uma análise historiográfica e filosófica.,54,15.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47265,2200,América 92 - Raízes e Trajetórias. Conflito judaico-cristão e a inquisição na Península Ibérica.,55,16.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47266,2200,América 92 - Raízes e Trajetórias. Conflito judaico-cristão e a inquisição na Península Ibérica.,55,16.0,,,América 92 - Raízes e Trajetórias.,17/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47267,2201,América 92 - Raízes e Trajetórias. Messianismo e nacionalismo judaico.,56,17.0,,,América 92 - Raízes e Trajetórias.,18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47268,2201,América 92 - Raízes e Trajetórias. Messianismo e nacionalismo judaico.,56,17.0,,,América 92 - Raízes e Trajetórias.,18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47269,2202,América 92 - Raízes e Trajetórias. Práticas jesuíticas na América.,57,18.0,,,América 92 - Raízes e Trajetórias.,18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47270,2202,América 92 - Raízes e Trajetórias. Práticas jesuíticas na América.,57,18.0,,,América 92 - Raízes e Trajetórias.,18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47271,1087,América 92 - Raízes e Trajetórias. Dois mundos em conflitos: o imaginário e a alteridade.,58,19.0,,,América 92 - Raízes e Trajetórias.,18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47272,1087,América 92 - Raízes e Trajetórias. Dois mundos em conflitos: o imaginário e a alteridade.,58,19.0,,,América 92 - Raízes e Trajetórias.,18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47273,1088,América 92 - Raízes e Trajetórias. História econômica da América Latina. (*),59,20.0,,,América 92 - Raízes e Trajetórias. (*),18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47274,1088,América 92 - Raízes e Trajetórias. História econômica da América Latina. (*),59,20.0,,,América 92 - Raízes e Trajetórias. (*),18/08/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47275,1089,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 1ª Sessão: Trabalho Feminino: Perspectivas históricas. Coord.: Profas. Esmeralda Blanco Bolsonaro de Moura (CEDHAL-USP); Maria Izilda Matos e Eni de Mesquita Samara; Helleieth Saffiotti (PUC-SP); Cristina Bruschini (Fundação Carlos Chagas); Cynthia Pereira de Souza (FE-USP); Mary Frances Berry (Chairpearson of the Civil Rights Com. EUA).",84,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47276,1089,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 1ª Sessão: Trabalho Feminino: Perspectivas históricas. Coord.: Profas. Esmeralda Blanco Bolsonaro de Moura (CEDHAL-USP); Maria Izilda Matos e Eni de Mesquita Samara; Helleieth Saffiotti (PUC-SP); Cristina Bruschini (Fundação Carlos Chagas); Cynthia Pereira de Souza (FE-USP); Mary Frances Berry (Chairpearson of the Civil Rights Com. EUA).",84,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47277,1090,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 2ª Sessão: Mulheres, Cidadania e Direitos Humanos. Coord.: Profas. Maria Estela Segatto Corrêa (USIS-SP); Nanci Leonzo (FFLCH/USP);  Maria Aparecida de Laia (Conselho Estadual da Condição Feminina); Mary Frances Berry. 3ª Sessão: Meninas no Mundo do Trabalho. Coord.: Carlos Steven Bakota (USIS-SP); Roberto Silva (OAB); Mary Frances Berry; Esmeralda Balnco Bolsonaro de Moura (CEDHAL); Patrícia Helena Massa Arzabe (Procuradoria do Estado).",85,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47278,1090,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 2ª Sessão: Mulheres, Cidadania e Direitos Humanos. Coord.: Profas. Maria Estela Segatto Corrêa (USIS-SP); Nanci Leonzo (FFLCH/USP);  Maria Aparecida de Laia (Conselho Estadual da Condição Feminina); Mary Frances Berry. 3ª Sessão: Meninas no Mundo do Trabalho. Coord.: Carlos Steven Bakota (USIS-SP); Roberto Silva (OAB); Mary Frances Berry; Esmeralda Balnco Bolsonaro de Moura (CEDHAL); Patrícia Helena Massa Arzabe (Procuradoria do Estado).",85,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47279,1091,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 3ª Sessão: Meninas no Mundo do Trabalho. Coord.: Carlos Steven Bakota (USIS-SP); Roberto Silva (OAB); Mary Frances Berry; Esmeralda Blanco Bolsonaro de Moura (CEDHAL); Patrícia Helena Massa Arzabe (Procuradoria do Estado). (Conclusão). 4ª Sessão: Militância Feminista e Movimentos Sociais. Coord. Maria Amélia de Almeida Teles (U. de Mulheres-SP); Bia Pardi (Dep. Estadual - PT-SP); Nilza Iraci (GELEDÉS).",86,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47280,1091,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 3ª Sessão: Meninas no Mundo do Trabalho. Coord.: Carlos Steven Bakota (USIS-SP); Roberto Silva (OAB); Mary Frances Berry; Esmeralda Blanco Bolsonaro de Moura (CEDHAL); Patrícia Helena Massa Arzabe (Procuradoria do Estado). (Conclusão). 4ª Sessão: Militância Feminista e Movimentos Sociais. Coord. Maria Amélia de Almeida Teles (U. de Mulheres-SP); Bia Pardi (Dep. Estadual - PT-SP); Nilza Iraci (GELEDÉS).",86,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47281,1092,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 4ª Sessão: Militância Feminista e Movimentos Sociais. Eva Blay (NEMGE-FFLCH-USP). (Conclusão).",87,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47282,1092,"Simpósio Internacional Cidadania, Trabalho Feminino e Globalização. 4ª Sessão: Militância Feminista e Movimentos Sociais. Eva Blay (NEMGE-FFLCH-USP). (Conclusão).",87,,,,Simpósio Internacional.,29/10/97,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47283,1320,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Leyla Beatriz Perrone Moisés.,88,50.0,,,Sessão Solene.,22/04/99,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47284,1320,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Leyla Beatriz Perrone Moisés.,88,50.0,,,Sessão Solene.,22/04/99,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47285,1321,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - José Arthur Giannotti.,89,49.0,,,Sessão Solene.,25/06/98,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47286,1321,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - José Arthur Giannotti.,89,49.0,,,Sessão Solene.,25/06/98,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47287,1322,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Gilda de Mello e Souza.,90,46.0,,,Sessão Solene.,20/05/99,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47288,1322,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Gilda de Mello e Souza.,90,46.0,,,Sessão Solene.,20/05/99,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47289,1323,Aula Inaugural: Profa. Marilena Chauí.,91,,,,Aula Inaugural.,23/02/00,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47290,1323,Aula Inaugural: Profa. Marilena Chauí.,91,,,,Aula Inaugural.,23/02/00,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47291,1324,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Aziz Nacib Ab'Saber.,92,41.0,,,Sessão Solene.,23/03/00,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47292,1324,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Aziz Nacib Ab'Saber.,92,41.0,,,Sessão Solene.,23/03/00,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47293,5052,USP: A Universidade e as Profissões.,95,,,,USP: Universidade e as Profissões.,s/d,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47294,5052,USP: A Universidade e as Profissões.,95,,,,USP: Universidade e as Profissões.,s/d,,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47295,5053,USP: Batalhas pelo Patrimônio. Batalhas pela História.,96,,,,USP: Batalhas pelo Patrimônio.,1999,,1.0,FFLCH-USP/UnB/CEAM/NECOIM,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47296,5053,USP: Batalhas pelo Patrimônio. Batalhas pela História.,96,,,,USP: Batalhas pelo Patrimônio.,1999,,1.0,FFLCH-USP/UnB/CEAM/NECOIM,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47297,5054,USP: Documentário. Produção - Mauro Cavalletti. Roteiro e Direção Júlio Wainer. (*),97,,,,USP: Documentário. (*),1987,17min,1.0,VTV,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47298,5054,USP: Documentário. Produção - Mauro Cavalletti. Roteiro e Direção Júlio Wainer. (*),97,,,,USP: Documentário. (*),1987,17min,1.0,VTV,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47299,5055,USP: Orquestra Sinfônica - Anfiteatro Camargo Guarnieri. (*),98,,,,USP: Orquestra Sinfônica. (*),24/08/91,1h20m,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47300,5055,USP: Orquestra Sinfônica - Anfiteatro Camargo Guarnieri. (*),98,,,,USP: Orquestra Sinfônica. (*),24/08/91,1h20m,1.0,,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47301,5056,Livre-Docência: Profa. Janice Theodoro da Silva. América Barroca.,99,,,,Livre-Docência.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47302,5056,Livre-Docência: Profa. Janice Theodoro da Silva. América Barroca.,99,,,,Livre-Docência.,1991,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47303,5057,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Fernando Henrique Cardoso.,101,45.0,,,Sessão Solene.,06/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47304,5057,Sessão Solene: Cerimônia de outorga do Título de Professor Emérito - Fernando Henrique Cardoso.,101,45.0,,,Sessão Solene.,06/92,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47305,5058,USP: Prestação de Serviços à Comunidade (em espanhol).,102,,,,USP: Prestação de Serviços.,[1987],,1.0,VTV-Vídeo,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47306,5058,USP: Prestação de Serviços à Comunidade (em espanhol).,102,,,,USP: Prestação de Serviços.,[1987],,1.0,VTV-Vídeo,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47307,5059,Documentário: Manifestação contra o tráfico de drogas no Prédio de Geografia e História - Imagens.,103,,,,Documentário.,[1992],,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47308,5059,Documentário: Manifestação contra o tráfico de drogas no Prédio de Geografia e História - Imagens.,103,,,,Documentário.,[1992],,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
47309,5060,"USP: Reunião de ex-diretores da Escola Politécnica, promovida pelo Prof. Dr. José Sebastião Witter.",104,,,,USP: Reunião.,s/d,,1.0,CAPH-USP,,Institucional,0.0,,,,Não,,,Colorido,,,,,,
